run_id,pair_index,src_id,tgt_id,starting_node,overlap_mean,gain_mean,overlap_n,gain_n
1708e4d3-d54c-4165-be2c-2045f96c564e,2371,g191,g002,75,0.18503644302192399,5.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,2371,g191,g002,81,0.19771202765367524,8.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,2371,g191,g002,90,0.23726772814388913,8.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,4,0.09069172932330827,9.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,32,0.16458141858141856,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,48,0.2660059764796607,8.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,57,0.1683130344102884,11.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,68,0.2123569530827595,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,79,0.1754783593599383,10.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,83,0.14513899037876019,7.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,88,0.2803201184780132,8.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,90,0.17036863072988392,8.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3081,g050,g003,99,0.1250410624971781,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,1,0.13022830872830876,11.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,4,0.15229445243555834,10.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,9,0.14683778476425535,10.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,29,0.13413377119751224,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,40,0.14622561129919293,10.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,45,0.09362629567316698,8.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,48,0.08688717412855343,9.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,52,0.18015338874004935,9.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,57,0.1693295303817674,8.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,3823,g421,g003,99,0.11093978682136574,9.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,16,0.18407138428493927,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,22,0.12998833228063272,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,31,0.15544944186248535,10.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,32,0.14060327087100544,8.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,46,0.17278011645503905,7.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,54,0.17784820734820736,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,72,0.13130881380252088,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,73,0.14128787547585503,10.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,75,0.13177677283394162,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4187,g108,g004,98,0.07677498472540255,10.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,21,0.20996679309682403,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,24,0.1900149497718147,9.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,39,0.1443103684577638,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,42,0.12739737250957445,8.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,60,0.12771463624095203,8.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,63,0.1641264690227051,7.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,73,0.1343128941138373,10.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,85,0.1779053048344844,8.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,88,0.17650529343745552,7.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4381,g205,g004,94,0.16910457963089542,8.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,15,0.18877077824136648,8.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,19,0.1962065712065712,6.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,21,0.3060026961342751,5.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,22,0.08967714976228906,8.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,31,0.1629396448961666,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,40,0.16021390082973067,11.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,62,0.3797138645668058,6.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,70,0.1415369336545807,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,83,0.2647086031729994,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,4901,g465,g004,90,0.2810714285714285,7.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,21,0.2167469295410472,9.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,29,0.09562994550206824,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,34,0.13781974321455387,8.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,38,0.1647703029323798,10.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,43,0.18797946459845774,10.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,50,0.2300607818283423,10.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,61,0.15296964293892804,9.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,69,0.14292403714600507,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,79,0.17836627516503678,6.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6133,g094,g006,90,0.33079457307398485,7.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,10,0.13816469749421695,7.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,14,0.18490856365856365,11.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,19,0.210858686508,9.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,31,0.1521257653258932,9.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,33,0.13978970517973077,10.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,37,0.1289776609506646,9.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,41,0.1608263770723725,11.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,80,0.11709086722244615,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,81,0.18259148688715252,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6154,g006,g105,86,0.20126330779880472,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,12,0.16579123372601634,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,19,0.15954346028629246,10.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,20,0.15056822144795884,7.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,41,0.17978108847674062,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,42,0.0882561236717247,10.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,48,0.1505447347244424,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,62,0.1428283409107637,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,71,0.09988143840136249,10.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,91,0.1353154253154253,11.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,6550,g006,g303,98,0.154055723262245,10.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,0,0.17630711880711883,10.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,1,0.17763230609969743,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,6,0.12273243325874902,7.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,24,0.1469399752867245,9.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,33,0.13707177829374625,9.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,48,0.23246315917671412,9.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,71,0.08303046068263459,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,74,0.20845671871987662,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,87,0.15233162917645443,8.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7245,g158,g007,88,0.20157101352753526,8.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,3,0.15820331842070973,11.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,5,0.12631967758693868,11.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,10,0.23987705118425945,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,48,0.18883157663592448,10.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,51,0.12035183809325685,10.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,62,0.11648286496112581,12.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,81,0.14865226485553165,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,82,0.13567895855856288,11.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,85,0.2030173079265151,10.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7582,g007,g327,96,0.1201014788421085,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,1,0.13748536680433232,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,5,0.17638264603704532,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,9,0.1390477267830209,10.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,27,0.12791718426501036,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,31,0.17354211247689508,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,38,0.11185177302568605,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,40,0.12115957236283914,11.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,43,0.18610313222670202,10.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,65,0.09573985563609173,10.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7611,g341,g007,85,0.11000248776564565,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,0,0.16972438994178124,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,9,0.12864190821256039,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,37,0.16794718338729228,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,51,0.15270077559080114,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,53,0.14035455349248455,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,62,0.1637825354999268,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,68,0.1297451845727708,10.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,75,0.15691600066600067,7.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,81,0.14083872246915724,12.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,7668,g007,g370,93,0.16036157994563657,10.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,9,0.13442778911486003,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,13,0.09080938607175489,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,26,0.15375109808782556,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,31,0.1105904280904281,10.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,34,0.16329425837320574,8.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,41,0.11154848050500224,10.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,74,0.22030920130058643,11.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,82,0.2714801381047978,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,83,0.27122748050868667,8.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,8176,g008,g133,98,0.1653173971301092,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,5,0.1694191919191919,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,25,0.12139054097864166,10.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,29,0.15741900691900693,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,37,0.22752696686362053,8.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,66,0.13477041858048724,8.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,79,0.2167278145195765,11.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,81,0.12300028145229383,7.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,83,0.1912113938692886,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,84,0.17711954686180692,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9158,g009,g134,89,0.13162201060033876,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,8,0.1530326805680708,11.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,17,0.11362418091601674,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,33,0.16856181235582324,11.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,56,0.1418354051412522,10.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,57,0.1490864659774403,8.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,60,0.11013393381009573,12.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,68,0.14891282389108476,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,79,0.1589852161831172,10.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,80,0.23819639161829836,10.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,9540,g009,g325,88,0.1929564819238732,10.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,1,0.16415110124317284,10.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,4,0.1535403465258275,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,5,0.12365927870083882,7.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,34,0.16133786941012002,10.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,42,0.17999837402543017,8.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,48,0.1898097950743176,8.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,60,0.15836996336996337,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,68,0.14477388548744047,8.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,73,0.12285664516642777,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10107,g119,g010,93,0.15436635586635586,8.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,1,0.12079940015065875,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,20,0.11001348554976231,10.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,22,0.16890375617574768,10.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,25,0.15098727137342696,12.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,26,0.11668913853548826,11.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,27,0.09084951482499941,12.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,39,0.1337700065773529,11.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,61,0.09258031884268766,11.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,70,0.10527717845337983,10.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,10708,g010,g420,81,0.14846027161244552,9.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,23,0.1768784296049742,10.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,26,0.09572260468999598,9.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,43,0.16414463555767905,9.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,46,0.18929273624925796,9.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,55,0.22487257582458825,8.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,56,0.14042340068958725,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,71,0.16090049563962608,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,80,0.16065877968967213,7.7,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,87,0.10956204741101767,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,12183,g182,g012,91,0.1860824605017632,8.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,14,0.13370318087709393,11.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,30,0.09461641030681278,11.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,33,0.08064142108238812,11.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,38,0.1613207163207163,10.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,45,0.11831804065499715,11.2,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,49,0.1287577639751553,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,52,0.16450205350205346,11.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,57,0.11591727595017069,11.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,68,0.1272812937706708,12.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13612,g013,g411,99,0.10564485673033693,11.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,16,0.18145089402055345,8.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,17,0.13713583557775239,8.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,41,0.06558549095620034,8.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,44,0.15005391632078288,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,45,0.15432905982905984,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,55,0.10924630924630925,8.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,75,0.21679695934726895,5.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,80,0.20668519784309258,6.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,81,0.19800937766410912,6.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13629,g419,g013,95,0.20011959287029954,7.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,7,0.1486385595081247,7.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,11,0.1871879509379509,9.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,14,0.18977926288052147,10.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,21,0.15483945743213479,9.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,23,0.14592495801072164,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,48,0.25246746064766656,8.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,52,0.12575456632585963,8.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,65,0.14016072645495434,9.3,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,66,0.16767730992727628,7.4,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,13813,g026,g014,80,0.2945006894836616,9.5,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,6,0.11457086391869001,6.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,10,0.17928964724297208,9.8,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,15,0.14711096225929984,8.9,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,25,0.25252459333789257,9.6,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,31,0.1745482456140351,10.0,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,42,0.12472294262225611,10.1,10,10
1708e4d3-d54c-4165-be2c-2045f96c564e,14066,g014,g153,63,0.14699105242583502,9.4,10,10
